name,team,pos,gms,pts,reb,ast,blk,stl,fg%,ft%,3p%,ftm,2pm,3pm,to,min,dd2,td3,fpts
Julius Randle,LAL,PF,81,919,830,144,29,53,42.9,71.5,27.8,193,348,10,149,2286,34,1,2146.0
Ish Smith,PHI,PG,77,972,305,502,24,88,41.1,69.3,32.9,122,341,56,175,2238,12,0,2140.0
Will Barton,DEN,SG,82,1180,477,204,39,71,43.3,80.6,34.6,216,314,112,139,2353,6,0,2139.4
Rudy Gay,SAC,SF,70,1204,455,120,51,100,46.3,78.0,34.4,198,392,74,139,2378,7,0,2093.0
Tobias Harris,DET,SF,76,1116,511,170,40,65,46.9,83.1,33.6,202,337,80,108,2513,12,0,2086.2
Jared Sullinger,BOS,C,81,834,673,187,47,75,43.5,64.0,28.2,103,322,29,102,1914,25,0,2064.1
Kristaps Porzingis,NY,PF,72,1028,525,93,134,52,42.1,83.8,33.3,201,292,81,121,2048,21,0,2048.5
Trevor Ariza,HOU,SF,81,1025,366,188,26,161,41.6,78.3,37.2,126,172,185,113,2858,1,0,2007.2
Mason Plumlee,POR,C,82,749,628,226,82,68,51.6,64.2,0.0,215,267,0,154,2083,15,0,1987.6
Derrick Favors,UTA,PF,62,1016,503,94,91,74,51.5,70.9,0.0,180,418,0,104,1983,19,0,1986.6
Serge Ibaka,OKC,PF,78,983,531,66,148,38,47.9,75.2,32.6,91,356,60,108,2500,9,0,1983.2
Gorgui Dieng,MIN,C,82,827,584,143,96,94,53.3,82.7,30.0,205,302,6,140,2220,15,0,1982.3
Goran Dragic,MIA,PG,72,1018,277,419,17,71,47.7,72.7,31.2,120,353,64,185,2363,5,0,1969.9
Jrue Holiday,NO,PG,65,1089,195,391,22,88,43.9,84.3,33.6,182,323,87,167,1830,5,0,1962.5
Marcus Morris Sr.,DET,PF,80,1131,404,201,23,67,43.3,74.9,36.4,203,302,108,140,2856,4,0,1957.3
Jordan Clarkson,LAL,PG,79,1225,316,192,7,88,43.2,80.4,34.9,164,364,111,135,2552,1,0,1947.2
Marvin Williams,CHA,PF,81,948,520,110,77,58,45.2,83.3,40.1,120,186,152,62,2338,10,0,1945.0
Jae Crowder,BOS,PF,73,1036,373,135,35,126,44.2,82.0,33.6,196,237,122,83,2308,5,0,1925.1
Evan Turner,BOS,SG,81,854,397,359,28,80,45.6,82.7,24.1,148,323,20,169,2270,4,0,1915.9
Nikola Jokic,DEN,C,80,794,560,189,50,79,51.1,81.1,33.3,154,278,28,104,1732,16,0,1903.5
Zach Randolph,MEM,PF,68,1040,529,142,13,43,47.5,79.6,23.1,172,425,6,105,2016,17,1,1894.8
Robin Lopez,NY,C,82,842,602,114,129,16,53.9,79.5,0.0,128,357,0,133,2213,15,0,1892.4
Enes Freedom,OKC,C,82,1040,665,33,33,26,57.6,79.7,47.6,200,405,10,115,1720,25,0,1890.5
Evan Fournier,ORL,SF,79,1213,225,213,2,96,46.2,83.6,40.1,199,273,156,133,2566,0,0,1865.5
Nerlens Noel,PHI,C,67,747,541,122,100,118,52.1,59.0,50.0,134,305,1,158,1965,16,0,1857.2
Rodney Hood,UTA,SG,79,1149,267,213,16,73,42.0,86.0,35.9,172,247,161,125,2541,0,0,1841.9
Elfrid Payton,ORL,PG,73,778,261,469,20,89,43.6,58.9,32.6,112,288,30,177,2144,14,1,1835.7
Zach LaVine,MIN,PG,82,1150,229,252,17,69,45.1,79.3,38.9,161,310,123,155,2293,0,0,1819.8
Avery Bradley,BOS,SG,76,1155,220,158,19,117,44.8,78.0,36.2,96,309,147,109,2536,0,0,1819.0
Jabari Parker,MIL,PF,76,1070,396,129,29,69,49.3,76.8,25.7,175,434,9,116,2407,6,0,1818.7
Kentavious Caldwell-Pope,DET,SG,76,1105,283,138,17,110,42.0,81.1,31.0,185,289,114,105,2788,1,0,1800.6
D'Angelo Russell,LAL,PG,80,1054,272,266,13,93,41.0,73.7,35.4,140,262,130,196,2259,1,0,1795.4
Joe Johnson,MIA,SG,81,992,292,318,4,61,43.9,83.1,38.3,118,257,120,160,2703,3,0,1789.4
Luol Deng,MIA,SF,74,911,442,140,29,74,45.4,75.5,34.4,145,251,88,80,2393,13,0,1777.4
Al-Farouq Aminu,POR,PF,82,839,498,138,53,72,41.6,73.7,36.1,115,173,126,120,2340,8,0,1773.6
Derrick Rose,CHI,PG,66,1080,225,311,14,44,42.7,79.3,29.3,142,403,44,175,2096,1,0,1757.5
Zaza Pachulia,DAL,C,76,650,718,128,22,64,46.6,76.8,0.0,212,219,0,119,2004,26,0,1756.6
Kobe Bryant,LAL,SF,66,1161,247,184,13,62,35.8,82.6,28.5,232,265,133,130,1863,2,0,1753.4
Ryan Anderson,NO,PF,66,1124,397,74,25,38,42.8,87.3,36.7,199,266,131,90,2008,8,0,1747.4
Darren Collison,SAC,PG,74,1035,169,318,4,76,48.6,85.8,40.1,194,290,87,129,2218,4,0,1745.8
Kenneth Faried,DEN,PF,67,835,581,79,60,32,55.8,61.3,50.0,136,348,1,91,1694,21,0,1743.7
George Hill,IND,PG,74,894,298,260,17,83,44.1,76.0,40.8,114,198,128,101,2524,0,0,1740.6
Tristan Thompson,CLE,C,82,641,738,63,51,38,58.7,61.6,,149,246,0,61,2269,23,0,1738.1
Chris Bosh,MIA,PF,53,1010,390,129,34,36,46.7,79.5,36.5,213,277,81,78,1777,15,0,1733.5
Rudy Gobert,UTA,C,61,557,668,89,130,45,55.9,56.9,,161,198,0,114,1932,20,0,1728.1
Otto Porter Jr.,WAS,SF,75,871,391,119,32,105,47.2,75.4,36.7,95,241,98,70,2275,5,0,1722.7
Kent Bazemore,ATL,SG,75,872,378,171,38,98,44.2,81.5,35.9,123,211,109,138,2077,1,0,1716.1
Deron Williams,DAL,PG,65,918,191,379,14,61,41.4,86.9,34.4,179,224,97,150,2106,4,0,1715.7
Marc Gasol,MEM,C,52,861,362,196,70,50,46.4,82.9,66.7,203,326,2,118,1791,9,1,1711.4
Emmanuel Mudiay,DEN,PG,68,872,232,372,35,65,36.4,67.0,31.9,140,255,74,217,2067,4,0,1691.4
Aaron Gordon,ORL,PF,78,719,507,125,55,59,47.2,66.8,29.8,129,232,42,66,1863,12,0,1676.9
